OBJECT_TYPE,GRID,TAGS,TEXTURE_RECT,RCI,SOUND_TIMER,SOUND_DURATION,TEXTURE_PATH
1,-67/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-67/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-67/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-67/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/-7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,38/27/,2/,0/0/50/150/,3/0/0/30/,13.042180,13.041104,resource/tile/Buildings.png
1,38/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,38/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-85/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-85/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-85/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,40/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-68/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-68/-16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-68/-17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-68/-18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-68/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-68/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-68/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/-6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/-5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,39/32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-86/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-86/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-86/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/-4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,41/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-87/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-87/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-87/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,42/-3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,42/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,42/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,42/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,42/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,42/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,42/24/,2/,0/0/50/150/,3/0/0/30/,13.045039,13.041104,resource/tile/Buildings.png
1,-88/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-88/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-88/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/-2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,43/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-73/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-73/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-73/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,44/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-74/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-74/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-74/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,45/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,45/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,45/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,45/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-75/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-75/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-75/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,46/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,46/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,46/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,46/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-76/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-76/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-76/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,47/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,47/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,47/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,47/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-93/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-93/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-93/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,48/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,48/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,48/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,48/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,48/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,48/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,48/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-94/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-94/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-94/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/34/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/36/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/38/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/40/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/41/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/42/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/43/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/44/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/45/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/46/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/47/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/48/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/49/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/50/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/51/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/52/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/53/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/54/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/55/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/56/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/57/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/58/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/59/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/60/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/61/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/62/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/63/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/64/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/65/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/66/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/67/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/68/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/69/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/70/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/71/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/72/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/73/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/74/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,49/75/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-95/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-95/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-95/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/36/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/34/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/46/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/38/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/40/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/41/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/42/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/43/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/44/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/45/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/47/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/48/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/49/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/50/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/51/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/52/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/53/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/54/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/55/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/56/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/57/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/58/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/59/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/60/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/61/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/62/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/63/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/64/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/65/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/67/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/68/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/70/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/71/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/72/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/73/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/74/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/69/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/66/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/75/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/76/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/88/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/89/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/90/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/91/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/92/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/93/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/94/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/87/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/95/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/97/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/98/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/99/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/100/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/101/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/102/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/103/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/104/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/105/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/106/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/107/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/108/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,50/96/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-96/-10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-96/-9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,-96/-8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/3/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/4/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/5/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/2/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/6/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/7/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/9/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/8/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/10/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/12/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/13/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/14/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/16/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/17/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/18/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/19/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/20/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/21/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/22/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/23/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/24/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/25/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/26/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/27/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/28/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/29/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/30/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/31/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/32/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/33/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/64/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/0/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/36/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/-1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/1/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/-15/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/34/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,51/-16/,2/,0/0/50/150/,3/0/0/30/,13.046503,13.041104,resource/tile/Buildings.png
1,51/35/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/-11/,1/,0/0/0/0/,0/0/0/0/,0,0,N
2,51/-12/,2/,0/0/50/150/,3/0/0/30/,13.042085,13.041104,resource/tile/Buildings.png
1,51/37/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/38/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/39/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/40/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/41/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/42/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/43/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/44/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/46/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/47/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/48/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/49/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/50/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/51/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/52/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/60/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/61/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/63/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/65/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/66/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/67/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/68/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/69/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/70/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/71/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/72/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/62/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/59/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/58/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/57/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/56/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/55/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/54/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/53/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/45/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/73/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/74/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/75/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/76/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/77/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/78/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/79/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/81/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/82/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/83/,1/,0/0/0/0/,0/0/0/0/,0,0,N
1,51/84/,1/,0/0/0/0/,0/0/0/0/,0,0,N
